time,n_trips,avg_miles,avg_duration[s]
1329886800,4066.0,4.6276603,631.69574
1329890400,11785.0,3.181608,555.5932
1329894000,22349.0,2.6474562,619.3885
1329897600,28977.0,2.4202228,712.91724
1329901200,27160.0,2.337865,719.91473
1329904800,23528.0,2.4609017,710.7936
1329908400,22631.0,2.4019632,716.89606
1329912000,23407.0,2.4286282,738.395
1329915600,23213.0,2.6199293,749.6744
1329919200,24187.0,2.7184138,771.4868
1329922800,23551.0,2.7064703,762.3396
1329926400,20433.0,2.7652445,732.62024
1329930000,24994.0,2.5230198,747.3216
1329933600,32035.0,2.4308746,735.8242
1329937200,32637.0,2.5375812,680.27747
1329940800,30788.0,2.7747643,642.51434
1329944400,29896.0,2.9972897,653.2727
1329948000,28158.0,3.1262968,670.5706
1329951600,21355.0,3.2349842,658.03485
1329955200,14537.0,3.4052863,650.3595
1329958800,8880.0,3.2901652,618.6154
1329962400,5559.0,3.3960276,618.17395
1329966000,3932.0,3.6079056,633.2411
1329969600,3121.0,4.4691343,670.8231
1329973200,4155.0,4.6659575,631.91724
1329976800,11871.0,3.2011862,554.65015
1329980400,22502.0,2.6611857,623.1703
1329984000,28283.0,2.446133,743.1892
1329987600,27083.0,2.3932278,754.87427
1329991200,23506.0,2.4867623,722.77344
1329994800,22916.0,2.525638,737.3859
1329998400,24517.0,2.535294,759.71204
1330002000,23799.0,2.7052248,750.4962
1330005600,25841.0,2.860334,795.4734
1330009200,24369.0,2.853675,795.8802
1330012800,20688.0,2.8352551,764.84644
1330016400,25371.0,2.7059858,794.03107
1330020000,32301.0,2.528555,773.81903
1330023600,35125.0,2.5829809,713.1222
1330027200,33209.0,2.7804258,682.5177
1330030800,33187.0,2.9950025,671.1949
1330034400,31483.0,3.026995,678.4606
1330038000,27293.0,3.2442775,680.65173
1330041600,20482.0,3.2581933,679.9047
1330045200,13347.0,3.292816,648.80347
1330048800,9666.0,3.2752686,641.2332
1330052400,6458.0,3.4673433,662.3255
1330056000,4607.0,4.23553,701.7992
1330059600,5286.0,4.538654,688.5755
1330063200,12264.0,3.1585577,578.9524
1330066800,22639.0,2.6551554,628.6249
1330070400,28324.0,2.532395,764.519
1330074000,29071.0,2.293474,800.2324
1330077600,26025.0,2.397515,762.56476
1330081200,24186.0,2.4323401,749.4148
1330084800,25741.0,2.510679,749.0663
1330088400,25562.0,2.5820215,756.97925
1330092000,26991.0,2.654545,802.11523
1330095600,24476.0,2.6935093,814.46747
1330099200,20248.0,2.6584861,795.66
1330102800,25602.0,2.5534196,824.09564
1330106400,32027.0,2.402821,768.7456
1330110000,35658.0,2.360055,740.6594
1330113600,32463.0,2.666851,711.1235
1330117200,31284.0,2.8008413,663.5659
1330120800,32313.0,2.8971267,670.9581
1330124400,32437.0,2.930973,679.85364
1330128000,30139.0,3.183433,736.56366
1330131600,25815.0,3.1046119,689.04126
1330135200,22013.0,3.183704,672.4911
1330138800,16545.0,3.3193781,662.6832
1330142400,10286.0,3.7630465,683.6183
1330146000,5061.0,4.661467,694.13556
1330149600,6076.0,4.294874,625.971
1330153200,7429.0,3.6389549,581.70184
1330156800,11646.0,3.1325939,569.61206
1330160400,16954.0,2.686155,564.3582
1330164000,20888.0,2.5502782,579.70435
1330167600,23673.0,2.5319524,628.5085
1330171200,26446.0,2.3765302,640.21924
1330174800,27741.0,2.4433534,665.791
1330178400,26825.0,2.5573084,689.0696
1330182000,26784.0,2.593217,691.32227
1330185600,24040.0,2.571784,670.81104
1330189200,27654.0,2.5332308,688.69824
1330192800,33390.0,2.4063272,717.43207
1330196400,34903.0,2.422488,726.2568
1330200000,33362.0,2.4903877,697.4548
1330203600,32906.0,2.4985754,689.63885
1330207200,34849.0,2.6084008,704.4535
1330210800,35568.0,2.6934102,728.13214
1330214400,32754.0,2.8446712,728.7921
1330218000,28900.0,2.981555,692.83765
1330221600,25181.0,3.14045,682.6369
1330225200,20053.0,3.317415,680.4569
1330228800,12361.0,3.6079514,689.6887
1330232400,5377.0,4.407112,685.46326
1330236000,4623.0,4.6620374,647.90247
1330239600,5515.0,4.0339403,591.08704
1330243200,8418.0,3.4928086,556.7934
1330246800,13377.0,2.9592493,535.79315
1330250400,18581.0,2.695119,545.26733
1330254000,22091.0,2.6354282,582.4212
1330257600,24452.0,2.6577988,630.1727
1330261200,24448.0,2.817768,677.0835
1330264800,24445.0,3.0445085,733.1104
1330268400,22952.0,3.067713,736.8635
1330272000,21678.0,3.1336627,738.3561
1330275600,23049.0,3.004802,709.83606
1330279200,25873.0,2.8829768,696.5047
1330282800,24526.0,2.930752,657.47034
1330286400,18951.0,3.2136445,635.4859
1330290000,16703.0,3.3746128,626.5504
1330293600,16451.0,3.4471252,625.6657
1330297200,16667.0,3.552196,644.30896
1330300800,12754.0,3.7674928,660.3047
1330304400,5530.0,3.6922054,638.74506
1330308000,3554.0,3.537842,615.3121
1330311600,2484.0,3.6717865,628.22705
1330315200,2486.0,5.094424,711.7856
1330318800,4521.0,5.2191978,673.5103
1330322400,12655.0,3.3992317,594.3629
1330326000,22483.0,2.775871,650.8176
1330329600,26922.0,2.6012623,755.10046
1330333200,25391.0,2.616367,749.45215
1330336800,20595.0,2.7129133,694.56055
1330340400,19681.0,2.6314046,667.227
1330344000,20538.0,2.6941452,674.7487
1330347600,20018.0,2.7916837,690.0432
1330351200,22105.0,2.9059606,730.11456
1330354800,22713.0,2.8455074,733.7832
1330358400,20331.0,2.841028,698.59216
1330362000,24200.0,2.6347694,703.2489
1330365600,29397.0,2.4723375,684.5063
1330369200,28786.0,2.6634934,627.72107
1330372800,26011.0,2.9022706,611.5185
1330376400,24279.0,3.1767256,632.49927
1330380000,21390.0,3.286184,643.84564
1330383600,14927.0,3.5978796,654.1566
1330387200,9698.0,3.777784,663.24695
1330390800,5872.0,3.594575,626.6461
1330394400,3765.0,3.4374776,607.49457
1330398000,2405.0,3.4916787,610.0998
1330401600,2305.0,4.499482,673.9523
1330405200,4212.0,4.4093666,613.0876
1330408800,12564.0,3.0341675,554.7837
1330412400,24040.0,2.6448286,661.90533
1330416000,28675.0,2.4485824,776.2374
1330419600,27240.0,2.4227118,794.82117
1330423200,23085.0,2.4025505,746.0523
1330426800,22389.0,2.5023384,744.88916
1330430400,22931.0,2.4137354,734.21515
1330434000,22157.0,2.5810397,739.70844
1330437600,24825.0,2.6684906,765.56195
1330441200,23905.0,2.7558765,777.2623
1330444800,20752.0,2.8078716,733.6618
1330448400,26421.0,2.5144582,709.3931
1330452000,32703.0,2.4147983,719.8475
1330455600,33525.0,2.5767362,669.4128
1330459200,31886.0,2.7396245,638.5388
1330462800,30364.0,2.990229,653.2651
1330466400,26581.0,3.1588702,669.64606
1330470000,20882.0,3.329782,693.5703
1330473600,13144.0,3.4483094,682.66644
1330477200,7548.0,3.3542526,639.11115
1330480800,4824.0,3.310105,610.1455
1330484400,3290.0,3.6063905,637.0195
1330488000,2835.0,4.570341,678.88324
1330491600,4249.0,4.7089024,640.4721
1330495200,12662.0,3.0598805,549.17224
1330498800,24739.0,2.6160247,644.12537
1330502400,30252.0,2.3481534,726.88855
1330506000,28770.0,2.35098,768.10675
1330509600,24660.0,2.397044,752.57227
1330513200,26121.0,2.354647,798.0365
1330516800,28660.0,2.250534,807.87744
1330520400,26659.0,2.379625,802.7818
1330524000,28311.0,2.4670246,839.6961
1330527600,25634.0,2.6309893,843.474
1330531200,20706.0,2.6262279,792.18036
1330534800,25036.0,2.540156,819.22015
1330538400,31506.0,2.3879638,770.4408
1330542000,33906.0,2.4991584,712.1491
1330545600,32319.0,2.776818,677.5675
1330549200,31095.0,2.9436398,690.1738
1330552800,29462.0,3.136675,707.6302
1330556400,22865.0,3.3837585,698.1524
1330560000,15503.0,3.5320868,700.3498
1330563600,8588.0,3.4138622,642.9184
1330567200,5506.0,3.4131246,642.34814
1330570800,3751.0,3.5043783,652.70917
1330574400,3192.0,4.2812014,684.0642
1330578000,4419.0,4.492874,647.7497
1330581600,13096.0,3.168862,589.68427
1330585200,25002.0,2.5957115,670.58124
1330588800,29671.0,2.3751774,774.34625
1330592400,28607.0,2.3321593,793.61
1330596000,25022.0,2.4052572,791.818
1330599600,23649.0,2.5120385,775.47955
1330603200,25043.0,2.4464688,751.14764
1330606800,24496.0,2.6638036,755.75696
1330610400,26491.0,2.7746713,790.9709
1330614000,25145.0,2.7924783,807.32465
1330617600,19616.0,2.8298497,833.1436
1330621200,23712.0,2.69358,885.14746
1330624800,29362.0,2.5304313,832.0492
1330628400,33291.0,2.56507,732.8273
1330632000,31984.0,2.8242824,727.87195
1330635600,29855.0,3.002722,763.4087
1330639200,30491.0,3.178954,719.9046
1330642800,28010.0,3.2474573,724.16125
1330646400,21604.0,3.3377337,689.87463
1330650000,13682.0,3.1924486,637.08765
1330653600,9283.0,3.288604,624.4726
1330657200,6039.0,3.494838,633.70013
1330660800,4704.0,4.3934407,677.821
1330664400,4912.0,4.9756656,674.83307
1330668000,12467.0,3.3823187,591.6794
1330671600,23831.0,2.6848278,650.92694
1330675200,29456.0,2.4391947,750.648
1330678800,27888.0,2.4115465,779.03784
1330682400,24799.0,2.4189527,735.44855
1330686000,24927.0,2.4678814,731.207
1330689600,26380.0,2.5057073,729.0647
1330693200,26189.0,2.6168156,717.0473
1330696800,27764.0,2.7063863,773.3786
1330700400,25399.0,2.7667332,802.17804
1330704000,21214.0,2.7565536,767.3398
1330707600,26544.0,2.610531,762.02563
1330711200,32534.0,2.495473,751.33545
1330714800,35363.0,2.5300055,713.9367
1330718400,35320.0,2.585843,712.73285
1330722000,35664.0,2.6461926,720.2765
1330725600,34835.0,2.7916157,753.0137
1330729200,33327.0,2.926213,768.2813
1330732800,28865.0,3.1193478,783.5877
1330736400,24500.0,3.178903,725.2431
1330740000,20813.0,3.2781813,704.12555
1330743600,15279.0,3.4050148,692.8298
1330747200,9722.0,3.878445,712.9518
1330750800,4886.0,4.8418655,728.19995
1330754400,5010.0,4.546504,664.3754
1330758000,7263.0,3.5070786,585.974
1330761600,12418.0,2.971426,573.8873
1330765200,19966.0,2.4429026,574.42334
1330768800,22739.0,2.3693995,589.82697
1330772400,24219.0,2.4583762,636.378
1330776000,25927.0,2.4229753,657.25366
1330779600,26853.0,2.4846783,681.2967
1330783200,25199.0,2.6144083,692.68146
1330786800,25137.0,2.6870577,701.69055
1330790400,22806.0,2.6195529,678.642
1330794000,26270.0,2.5694995,682.7997
1330797600,31424.0,2.5178406,732.10156
1330801200,33647.0,2.5243995,755.5818
1330804800,31647.0,2.5701008,740.0463
1330808400,31414.0,2.609406,705.9684
1330812000,33415.0,2.7045667,732.9884
1330815600,34023.0,2.8303373,777.5102
1330819200,31363.0,2.918875,776.09265
1330822800,27418.0,3.0507946,728.08344
1330826400,24063.0,3.2101269,712.0023
1330830000,19352.0,3.3557491,708.4854
1330833600,12539.0,3.690801,711.5974
1330837200,5585.0,4.5665536,708.3026
1330840800,4725.0,4.6243095,651.7244
1330844400,6026.0,4.182678,604.7695
1330848000,9219.0,3.511354,564.8564
1330851600,14297.0,2.9733055,546.032
1330855200,19904.0,2.689124,566.38293
1330858800,23642.0,2.6193767,611.5666
1330862400,25905.0,2.6784334,659.877
1330866000,26212.0,2.7201571,691.025
1330869600,26636.0,2.9772186,727.0646
1330873200,24857.0,3.0470762,768.9736
1330876800,22909.0,3.0917826,772.9745
1330880400,24230.0,2.9756606,725.01117
1330884000,26310.0,2.889779,729.30963
1330887600,24412.0,2.9311862,681.51404
1330891200,21305.0,3.1133564,645.1247
1330894800,20179.0,3.19943,621.5318
1330898400,18108.0,3.4754443,632.578
1330902000,14005.0,3.8442175,657.3611
1330905600,9575.0,3.8808277,648.18933
1330909200,5541.0,3.7059023,632.2413
1330912800,3502.0,3.4129565,608.0357
1330916400,2519.0,3.510017,612.3954
1330920000,2654.0,4.900285,696.6767
1330923600,4538.0,5.0168457,684.4387
1330927200,12859.0,3.4366126,612.7788
1330930800,23265.0,2.8400104,674.3898
1330934400,27479.0,2.6185336,767.39825
1330938000,26226.0,2.5082202,741.59595
1330941600,22010.0,2.6742187,739.031
1330945200,21217.0,2.5986679,695.37537
1330948800,22380.0,2.5625153,685.1924
1330952400,21694.0,2.6513984,683.66364
1330956000,23839.0,2.7563417,715.67596
1330959600,23969.0,2.8224561,731.1817
1330963200,21951.0,2.7815998,703.512
1330966800,27541.0,2.5486279,702.2978
1330970400,33053.0,2.4080548,690.8905
1330974000,33028.0,2.5471866,630.46924
1330977600,30222.0,2.7261477,608.39276
1330981200,28342.0,2.9992452,617.95605
1330984800,25262.0,3.108411,628.31696
1330988400,18012.0,3.2632833,629.5387
1330992000,11262.0,3.4372232,632.30786
1330995600,6481.0,3.4250996,609.611
1330999200,3921.0,3.3825974,606.9487
1331002800,2499.0,3.6019843,627.5026
1331006400,2422.0,4.3823414,656.0524
1331010000,4128.0,4.288517,604.81494
1331013600,12951.0,3.088343,555.86523
1331017200,24564.0,2.5646138,644.36365
1331020800,29719.0,2.3457375,758.76733
1331024400,28431.0,2.3708482,771.2888
1331028000,24405.0,2.4134696,770.2671
1331031600,23633.0,2.4571178,769.38214
1331035200,24207.0,2.3716958,754.5312
1331038800,23465.0,2.5508919,744.9655
1331042400,25778.0,2.6468704,772.32794
1331046000,24659.0,2.6509292,771.0594
1331049600,21592.0,2.700153,713.72845
1331053200,27432.0,2.4646735,710.54083
1331056800,33434.0,2.4311202,732.32135
1331060400,34213.0,2.519301,670.94025
1331064000,32379.0,2.8085446,653.7331
1331067600,31433.0,2.943235,651.86255
1331071200,27471.0,3.1171856,663.10754
1331074800,21546.0,3.227226,660.96094
1331078400,13970.0,3.3958359,654.6512
1331082000,8060.0,3.427106,621.5734
1331085600,4874.0,3.373087,615.9171
1331089200,3308.0,3.4838908,615.3528
1331092800,2805.0,4.549421,673.9697
1331096400,4226.0,4.4039416,605.83575
1331100000,12766.0,3.1196294,559.2908
1331103600,24871.0,2.6385386,655.643
1331107200,29636.0,2.4215856,769.2089
1331110800,27837.0,2.3672621,796.4615
1331114400,24495.0,2.4682503,772.91235
1331118000,23865.0,2.5057714,773.60736
1331121600,25009.0,2.4538977,767.0275
1331125200,24279.0,2.666264,787.7102
1331128800,26107.0,2.8323817,832.4264
1331132400,24597.0,2.8248231,837.1934
1331136000,20238.0,2.8343143,804.2155
1331139600,26066.0,2.6169186,786.1954
1331143200,32919.0,2.4783428,755.28723
1331146800,34749.0,2.5630996,678.35284
1331150400,32939.0,2.7401667,655.58704
1331154000,31740.0,3.000321,662.69476
1331157600,29490.0,3.110802,669.2194
1331161200,24192.0,3.190472,683.5533
1331164800,16103.0,3.3437543,708.7506
1331168400,9861.0,3.3921676,655.7685
1331172000,6020.0,3.257089,620.8465
1331175600,3909.0,3.536112,625.0417
1331179200,3530.0,4.6484337,695.5043
1331182800,4639.0,4.8099794,650.491
1331186400,12793.0,3.2621188,574.7185
1331190000,24529.0,2.7098122,670.5571
1331193600,29473.0,2.4535499,756.4543
1331197200,28111.0,2.425422,787.63116
1331200800,25123.0,2.4863431,778.86255
1331204400,25238.0,2.5377073,783.42737
1331208000,25547.0,2.563872,791.6591
1331211600,24903.0,2.763206,803.1889
1331215200,26544.0,2.8487751,836.5276
1331218800,24742.0,2.8717237,844.32874
1331222400,20669.0,2.9754212,814.8249
1331226000,26002.0,2.6910028,797.0853
1331229600,32573.0,2.5763528,771.17114
1331233200,34708.0,2.5822883,708.51465
1331236800,34152.0,2.854029,703.3858
1331240400,33388.0,3.0155482,695.32983
1331244000,32465.0,3.1628563,705.1536
1331247600,29013.0,3.1987877,696.4656
1331251200,22964.0,3.1926463,670.9878
1331254800,16714.0,3.1178887,655.66766
1331258400,10395.0,3.2370076,646.6786
1331262000,6794.0,3.5286174,648.6116
1331265600,4887.0,4.787264,719.11194
1331269200,5060.0,5.179722,696.24603
1331272800,12691.0,3.5071013,604.67426
1331276400,24155.0,2.7816334,654.59314
1331280000,29242.0,2.5349436,758.43976
1331283600,28036.0,2.4891326,784.13153
1331287200,25806.0,2.4805174,752.8222
1331290800,25625.0,2.5069373,768.16376
1331294400,25990.0,2.544505,750.63965
1331298000,25905.0,2.7395144,757.4732
1331301600,28197.0,2.8232176,825.7016
1331305200,24785.0,2.846515,861.28577
1331308800,20740.0,2.8591154,826.3169
1331312400,25389.0,2.6664164,835.3082
1331316000,31891.0,2.5501328,794.7965
1331319600,35633.0,2.563545,737.8774
1331323200,34677.0,2.662859,712.2894
1331326800,34078.0,2.7200696,690.1911
1331330400,35056.0,2.868257,724.5487
1331334000,34651.0,2.8978631,725.4657
1331337600,30877.0,3.0461516,730.18896
1331341200,27025.0,3.078838,687.2703
1331344800,23098.0,3.1235132,666.4632
1331348400,17363.0,3.3862083,679.24066
1331352000,10609.0,3.8147943,687.27216
1331355600,5153.0,4.6836348,697.3202
1331359200,5997.0,4.631425,654.5633
1331362800,8123.0,3.5312698,579.6533
1331366400,12831.0,3.0265675,573.55493
1331370000,19271.0,2.6083708,569.6562
1331373600,23395.0,2.5122094,595.52936
1331377200,26116.0,2.4456959,627.86237
1331380800,28430.0,2.4449182,659.63544
1331384400,28217.0,2.5120165,707.5923
1331388000,27596.0,2.6178954,756.09406
1331391600,26285.0,2.6580741,773.1421
1331395200,22809.0,2.6144042,730.02167
1331398800,26682.0,2.5363104,730.22894
1331402400,32501.0,2.4779885,739.4783
1331406000,34754.0,2.4473588,736.0675
1331409600,33236.0,2.5595047,725.9236
1331413200,31407.0,2.5603364,692.303
1331416800,33689.0,2.647227,714.1373
1331420400,34349.0,2.7877433,767.29346
1331424000,31824.0,2.9353585,758.9541
1331427600,28290.0,3.0491095,706.42505
1331434800,26566.0,3.3098915,698.4083
1331438400,16540.0,3.5871663,699.2234
1331442000,8855.0,4.0045085,689.60156
1331445600,5973.0,4.5683265,670.703
1331449200,6296.0,4.185559,612.0105
1331452800,8589.0,3.7236166,582.4155
1331456400,13451.0,3.031908,537.6696
1331460000,19019.0,2.7491872,559.1847
1331463600,23137.0,2.7066567,632.62103
1331467200,25190.0,2.7279835,652.71545
1331470800,24871.0,2.8337722,693.6475
1331474400,25116.0,2.9582512,770.0838
1331478000,23339.0,3.1943648,813.18066
1331481600,21048.0,3.111544,784.2511
1331485200,22237.0,3.1228485,795.5005
1331488800,24641.0,2.9393694,771.20905
1331492400,23581.0,2.9936423,734.10944
1331496000,21039.0,3.0931892,692.3589
1331499600,19670.0,3.2113447,651.08435
1331503200,17961.0,3.4156766,640.4317
1331506800,13765.0,3.6086557,641.4541
1331510400,10127.0,3.9460604,650.74146
1331514000,6336.0,3.9807687,648.94305
1331517600,4150.0,3.4386747,604.69904
1331521200,2881.0,3.6194952,611.7206
1331524800,2999.0,4.8192163,685.78094
1331528400,4580.0,5.053768,666.43427
1331532000,11718.0,3.6507454,623.826
1331535600,21981.0,2.9467032,670.43506
1331539200,26769.0,2.6191888,774.16425
1331542800,25218.0,2.6402822,786.40247
1331546400,21389.0,2.7209415,745.28235
1331550000,20460.0,2.670248,713.35864
1331553600,21060.0,2.5890949,702.9424
1331557200,20806.0,2.742124,711.8965
1331560800,22787.0,2.8675811,749.05133
1331564400,22858.0,2.9132447,760.59985
1331568000,20096.0,2.8912153,714.4928
1331571600,24498.0,2.754043,717.6653
1331575200,30028.0,2.5093133,690.39935
1331578800,29927.0,2.6284895,638.1598
1331582400,26802.0,2.923145,630.50104
1331586000,23804.0,3.0904915,631.0682
1331589600,21835.0,3.25319,641.70215
1331593200,17868.0,3.4378157,659.8695
1331596800,11442.0,3.858218,675.4494
1331600400,6773.0,3.5018873,618.39716
1331604000,4244.0,3.4471426,611.0495
1331607600,2939.0,3.7383614,646.8911
1331611200,2646.0,4.4608026,710.36694
1331614800,4118.0,4.32267,637.4053
1331618400,11774.0,3.0988805,582.2616
1331622000,23380.0,2.6679382,653.8761
1331625600,29459.0,2.4175286,756.6689
1331629200,28340.0,2.4354925,777.6559
1331632800,23634.0,2.4983306,763.2049
1331636400,23308.0,2.4853501,749.5207
1331640000,23778.0,2.4906132,748.8422
1331643600,22856.0,2.5629716,748.1561
1331647200,24676.0,2.7725668,787.2216
1331650800,23843.0,2.7599647,762.51337
1331654400,20282.0,2.8016155,738.52545
1331658000,25287.0,2.6144202,736.77057
1331661600,31651.0,2.466468,731.166
1331665200,31305.0,2.5906162,671.82733
1331668800,29423.0,2.9155483,674.93567
1331672400,28516.0,3.012206,692.8713
1331676000,26155.0,3.1849625,720.8358
1331679600,20828.0,3.3143473,679.0979
1331683200,14103.0,3.5031507,660.14435
1331686800,8569.0,3.426186,626.27484
1331690400,5658.0,3.4276764,622.96216
1331694000,3755.0,3.6132963,628.68335
1331697600,3300.0,4.501496,671.2488
1331701200,4252.0,4.568794,636.8982
1331704800,11817.0,3.210046,583.9742
1331708400,23683.0,2.6595907,661.4617
1331712000,28872.0,2.46095,775.2003
1331715600,26977.0,2.4652138,823.6001
1331719200,23595.0,2.5056155,790.77057
1331722800,23323.0,2.581366,801.3165
1331726400,24643.0,2.542058,819.3504
1331730000,23326.0,2.7160833,822.2363
1331733600,24834.0,2.827975,861.79254
1331737200,24011.0,2.8752296,893.4317
1331740800,19545.0,2.881734,863.4067
1331744400,24481.0,2.6897879,834.468
1331748000,31313.0,2.5512486,803.1947
1331751600,34466.0,2.6230192,735.41644
1331755200,33166.0,2.9105573,698.864
1331758800,31229.0,3.1143713,687.8396
1331762400,29164.0,3.2084076,700.2327
1331766000,24179.0,3.2893634,684.91516
1331769600,16716.0,3.394797,672.60944
1331773200,10178.0,3.4605722,646.0232
1331776800,6352.0,3.3373897,615.82007
1331780400,4268.0,3.5959399,629.1059
1331784000,3549.0,4.50209,668.5154
1331787600,4381.0,4.669772,643.3079
1331791200,12144.0,3.3333,598.8722
1331794800,24152.0,2.741162,664.9854
1331798400,30107.0,2.4853046,775.77106
1331802000,28651.0,2.4141712,794.2828
1331805600,25626.0,2.4011023,775.82336
1331809200,25034.0,2.5145495,798.11646
1331812800,25950.0,2.490355,796.3076
1331816400,25260.0,2.6756878,790.98517
1331820000,27281.0,2.775777,807.371
1331823600,25480.0,2.8207228,832.33374
1331827200,20807.0,2.9851875,832.28204
1331830800,26552.0,2.699298,804.187
1331834400,33210.0,2.589789,790.7081
1331838000,34944.0,2.6096203,738.7757
1331841600,34026.0,2.725639,686.98773
1331845200,33760.0,3.0106819,701.95557
1331848800,32000.0,3.1907227,711.38336
1331852400,28021.0,3.2602022,692.3443
1331856000,21688.0,3.288079,679.49896
1331859600,13656.0,3.3060057,649.5052
1331863200,9351.0,3.3253646,627.2064
1331866800,6242.0,3.6340015,646.9215
1331870400,4809.0,4.517908,722.2279
1331874000,4809.0,4.7223067,692.63153
1331877600,11904.0,3.300498,602.5669
1331881200,22993.0,2.7393312,684.3671
1331884800,29219.0,2.5073628,783.5287
1331888400,28312.0,2.4662545,813.2324
1331892000,26490.0,2.4419005,787.28986
1331895600,25975.0,2.4676127,813.0924
1331899200,25573.0,2.5508835,805.197
1331902800,24465.0,2.6606839,774.4896
1331906400,26667.0,2.7719896,814.3122
1331910000,24502.0,2.8299398,844.30334
1331913600,20557.0,2.8749676,802.433
1331917200,25365.0,2.7218378,821.9098
1331920800,31702.0,2.6034572,781.15515
1331924400,34367.0,2.5787883,752.4807
1331928000,33622.0,2.724033,696.81396
1331931600,32237.0,2.8639019,680.49
1331935200,32808.0,2.9923494,721.9103
1331938800,32378.0,3.0329936,723.2148
1331942400,30337.0,3.1470146,727.786
1331946000,25480.0,3.2008138,692.0326
1331949600,20650.0,3.2453864,668.13043
1331953200,15485.0,3.4304068,675.5742
1331956800,10094.0,3.8949454,693.0698
1331960400,4831.0,4.655691,705.5912
1331964000,5080.0,4.5061607,666.2311
1331967600,7343.0,3.8507307,604.47516
1331971200,11377.0,3.0729325,568.4684
1331974800,16230.0,2.6667192,571.17236
1331978400,19820.0,2.6514268,612.38196
1331982000,23029.0,2.6073594,659.3402
1331985600,25745.0,2.4823363,677.32904
1331989200,26376.0,2.531694,704.8762
1331992800,26323.0,2.642187,738.1985
1331996400,26017.0,2.707159,761.05963
1332000000,22595.0,2.7035124,746.0654
1332003600,26241.0,2.7512724,766.8792
1332007200,33520.0,2.613209,738.7814
1332010800,34881.0,2.610613,720.48376
1332014400,34446.0,2.7219214,708.5287
1332018000,33725.0,2.8060067,712.8178
1332021600,33344.0,2.926218,731.90985
1332025200,32846.0,3.0239444,734.87585
1332028800,31149.0,3.1353104,727.6787
1332032400,26503.0,3.2537768,712.11804
1332036000,22534.0,3.3974273,703.0933
1332039600,17422.0,3.6288285,697.2509
1332043200,11702.0,3.8934698,696.92017
1332046800,5848.0,4.473858,695.75323
1332050400,7374.0,4.0923896,636.0898
1332054000,6309.0,4.256917,668.7838
1332057600,8929.0,3.759099,675.5423
1332061200,13190.0,3.1559203,657.29474
1332064800,18633.0,2.922425,636.15247
1332068400,22035.0,2.7594774,622.6417
1332072000,24115.0,2.814227,647.4255
1332075600,23880.0,2.9195604,683.72345
1332079200,23306.0,3.094423,741.2716
1332082800,21805.0,3.213419,757.12366
1332086400,20821.0,3.3449004,774.9135
1332090000,22763.0,3.1488137,740.4586
1332093600,23734.0,3.0794427,722.6365
1332097200,23211.0,2.9327826,677.16077
1332100800,21206.0,3.2356546,677.9298
1332104400,19564.0,3.3785317,643.8335
1332108000,17640.0,3.5782375,646.3498
1332111600,13781.0,3.8152378,657.136
1332115200,9815.0,4.055205,663.28345
1332118800,6085.0,4.0431046,656.26855
1332122400,3977.0,4.1112366,658.478
1332126000,2701.0,3.8959801,645.6342
1332129600,2821.0,5.105995,711.6884
1332133200,4548.0,5.100145,672.8786
1332136800,12062.0,3.7290137,634.41974
1332140400,20868.0,2.9866369,660.7985
1332144000,25733.0,2.795033,758.88416
1332147600,24996.0,2.7029712,767.87103
1332151200,20999.0,2.7826374,723.57214
1332154800,19995.0,2.7574449,721.85767
1332158400,20647.0,2.6676931,689.27655
1332162000,20316.0,2.8059895,698.40234
1332165600,21908.0,2.9068863,725.049
1332169200,21546.0,3.0878248,756.30865
1332172800,19548.0,3.063892,745.1077
1332176400,23542.0,2.8471987,732.63104
1332180000,28416.0,2.6797228,689.6671
1332183600,28470.0,2.6670966,627.7165
1332187200,25858.0,2.9737756,624.4989
1332190800,24312.0,3.2129767,639.6326
1332194400,21688.0,3.3919542,658.3858
1332198000,14815.0,3.5776641,655.4033
1332201600,10626.0,3.83037,661.0002
1332205200,6661.0,4.053034,656.9641
1332208800,3765.0,3.5176933,615.745
1332212400,2587.0,3.6155612,615.252
1332216000,2375.0,4.6845593,683.59076
1332219600,3748.0,4.2573247,607.45013
1332223200,11553.0,3.2193193,573.7336
1332226800,21848.0,2.6563754,618.23376
1332230400,27792.0,2.4987807,717.6219
1332234000,26415.0,2.3627126,744.22675
1332237600,22537.0,2.5364459,735.77386
1332241200,21285.0,2.548684,735.6088
1332244800,22859.0,2.6236732,733.378
1332248400,21907.0,2.6112912,717.78156
1332252000,23540.0,2.7698715,749.72266
1332255600,22341.0,2.8677838,770.6434
1332259200,19796.0,2.9737158,748.914
1332262800,24729.0,2.6751645,731.05164
1332266400,31649.0,2.5738428,723.8155
1332270000,31449.0,2.5824254,663.91425
1332273600,29825.0,2.8214355,640.2237
1332277200,28978.0,3.006397,654.3884
1332280800,26747.0,3.250384,692.5844
1332284400,20223.0,3.3655233,703.27515
1332288000,13576.0,3.5729184,686.0263
1332291600,8278.0,3.7899544,657.0297
1332295200,5060.0,3.463377,616.47015
1332298800,3344.0,3.70138,626.9118
1332302400,2799.0,4.4410253,665.5913
1332306000,4145.0,4.5319524,632.05743
1332309600,12018.0,3.2130005,582.31683
1332313200,23556.0,2.6419342,655.84015
1332316800,28514.0,2.463753,779.47314
1332320400,28050.0,2.3714337,745.83673
